,src,dst,weight
27206,Arena_Rock,Ragga,0.0006220839813374805
27207,Ragga,Arena_Rock,0.0009615384615384616
27208,Eurobeat,House,0.024475524475524476
27209,House,Eurobeat,0.0005469658048699491
27210,Bass_Music,Turntablism,0.0034924330616996507
27211,Turntablism,Bass_Music,0.024691358024691357
27212,Chanson,Poetry,0.0034217805552709765
27213,Poetry,Chanson,0.04554131442596128
27214,Dark_Ambient,Deep_House,0.0019482952416635445
27215,Deep_House,Dark_Ambient,0.0008271298593879239
27216,Soca,Soul,0.016339869281045753
27217,Soul,Soca,0.00048736901957598897
27218,Bop,Fusion,0.010894941634241245
27219,Fusion,Bop,0.007465339495200853
27220,Psychedelic,Salsa,0.010062893081761006
27221,Salsa,Psychedelic,0.0033291718684977114
27222,Free_Jazz,Jazzdance,0.0004747586643456243
27223,Jazzdance,Free_Jazz,0.001951854261548471
27224,Modern,Prog_Rock,0.001258917331095258
27225,Prog_Rock,Modern,0.0008762641936543868
27226,Melodic_Death_Metal,Melodic_Hardcore,0.0038876889848812094
27227,Melodic_Hardcore,Melodic_Death_Metal,0.005632040050062578
27228,Melodic_Hardcore,Metalcore,0.139549436795995
27229,Metalcore,Melodic_Hardcore,0.04221086503880371
27230,Acid_House,Folk_Rock,0.0011739845034045551
27231,Folk_Rock,Acid_House,0.00015420200462606013
27232,Acid_House,Southern_Rock,0.00046959380136182204
27233,Southern_Rock,Acid_House,0.0005767012687427913
27234,Gospel,Southern_Rock,0.0006201870897720813
27235,Southern_Rock,Gospel,0.0034602076124567475
27236,Southern_Rock,Vocal,0.005478662053056517
27237,Vocal,Southern_Rock,0.0001972611841900352
27238,Afro-Cuban,Pop_Rap,0.0027877339705296694
27239,Pop_Rap,Afro-Cuban,0.0006526198023494313
27240,Afro-Cuban,Ragga_HipHop,0.0015929908403026682
27241,Ragga_HipHop,Afro-Cuban,0.002335084646818447
27242,Afro-Cuban,Reggae-Pop,0.0027877339705296694
27243,Reggae-Pop,Afro-Cuban,0.0019141372709871479
27244,Minneapolis_Sound,P.Funk,0.02608695652173913
27245,P.Funk,Minneapolis_Sound,0.007741935483870968
27246,Ghetto,Holiday,0.0022222222222222222
27247,Holiday,Ghetto,6.446621970087674e-05
27248,Ghetto,Miami_Bass,0.006666666666666667
27249,Miami_Bass,Ghetto,0.005836575875486381
27250,Holiday,Miami_Bass,0.00019339865910263023
27251,Miami_Bass,Holiday,0.005836575875486381
27252,Death_Metal,Folk_Rock,0.0015591573298524238
27253,Folk_Rock,Death_Metal,0.0013261372397841173
27254,Berlin-School,Indie_Rock,0.001950743721043648
27255,Indie_Rock,Berlin-School,0.00012004441643408061
27256,Classic_Rock,Stoner_Rock,0.007646605787215315
27257,Stoner_Rock,Classic_Rock,0.01718595450049456
27258,Grunge,Southern_Rock,0.0040650406504065045
27259,Southern_Rock,Grunge,0.004901960784313725
27260,Black_Metal,Stoner_Rock,0.0019129477739052959
27261,Stoner_Rock,Black_Metal,0.009025717111770524
27262,Miami_Bass,Progressive_House,0.007782101167315175
27263,Progressive_House,Miami_Bass,0.00017242865764290026
27264,Freestyle,Hard_House,0.003829160530191458
27265,Hard_House,Freestyle,0.00161090458488228
27266,Ethno-pop,Mbalax,0.0013812154696132596
27267,Mbalax,Ethno-pop,0.006756756756756757
27268,Instrumental,P.Funk,0.0003201024327784891
27269,P.Funk,Instrumental,0.005161290322580645
27270,Bounce,Cut-up/DJ,0.039627039627039624
27271,Cut-up/DJ,Bounce,0.008771929824561403
27272,Gabber,Special_Effects,0.0002004008016032064
27273,Special_Effects,Gabber,0.0011976047904191617
27274,Happy_Hardcore,Special_Effects,0.00016482610845557937
27275,Special_Effects,Happy_Hardcore,0.0011976047904191617
27276,Hardcore,Special_Effects,7.137656850009279e-05
27277,Special_Effects,Hardcore,0.005988023952095809
27278,Chiptune,Ghetto,0.0017494751574527643
27279,Ghetto,Chiptune,0.011111111111111112
27280,Chiptune,UK_Garage,0.0027991602519244225
27281,UK_Garage,Chiptune,0.0013183915622940012
27282,Experimental,Ghetto,0.000283183434901792
27283,Ghetto,Experimental,0.05555555555555555
27284,Atmospheric_Black_Metal,Dungeon_Synth,0.04203970416504477
27285,Dungeon_Synth,Atmospheric_Black_Metal,0.025604551920341393
27286,Chiptune,Trip_Hop,0.00979706088173548
27287,Trip_Hop,Chiptune,0.003767491926803014
27288,Cool_Jazz,Score,0.01602747567258157
27289,Score,Cool_Jazz,0.008519269776876268
27290,Holiday,Rhythm_&_Blues,0.01502062919030428
27291,Rhythm_&_Blues,Holiday,0.0080203779560084
27292,Abstract,Promotional,0.0003195179842979733
27293,Promotional,Abstract,0.007936507936507936
27294,IDM,Promotional,6.504911207962011e-05
27295,Promotional,IDM,0.0011337868480725624
27296,Music_Video,Promotional,0.002512562814070352
27297,Promotional,Music_Video,0.0011337868480725624
27298,Promotional,Trip_Hop,0.003401360544217687
27299,Trip_Hop,Promotional,0.00040365984930032295
27300,Blues_Rock,Bubblegum,0.0005989817310572028
27301,Bubblegum,Blues_Rock,0.008620689655172414
27302,Bubblegum,Rhythm_&_Blues,0.01939655172413793
27303,Rhythm_&_Blues,Bubblegum,0.0009294000206533338
27304,Audiobook,Folk_Rock,0.0015654351909830933
27305,Folk_Rock,Audiobook,0.00015420200462606013
27306,Audiobook,Pop_Rock,0.0006261740763932373
27307,Pop_Rock,Audiobook,1.9319751547995094e-05
27308,Breakbeat,Salsa,0.00010723860589812332
27309,Salsa,Breakbeat,0.00020807324178110696
27310,Interview,Tech_House,0.0023137436372049976
27311,Tech_House,Interview,0.0001668557698725222
27312,Interview,Tribal,0.0018509949097639982
27313,Tribal,Interview,0.0005246589716684155
27314,Drum_n_Bass,RnB/Swing,0.0018362218929192707
27315,RnB/Swing,Drum_n_Bass,0.00826086956521739
27316,Grime,Trance,0.0042863266180882984
27317,Trance,Grime,0.0001992150925354105
27318,Hip-House,Merengue,0.027110766847405113
27319,Merengue,Hip-House,0.01483679525222552
27320,Merengue,Synth-pop,0.0019075879610004239
27321,Synth-pop,Merengue,0.00013832959331099565
27322,Deep_House,Ragga,0.00031812686899535534
27323,Ragga,Deep_House,0.004807692307692308
27324,Electro_House,Latin,0.00705399512633064
27325,Latin,Electro_House,0.01204291657543245
27326,Electro_House,Merengue,0.0026933435936898806
27327,Merengue,Electro_House,0.004451038575667656
27328,Tech_House,Vocal,0.001134619235133151
27329,Vocal,Tech_House,0.0003529936980242735
27330,Acid,Power_Electronics,0.0011003369781995736
27331,Power_Electronics,Acid,0.003996003996003996
27332,EBM,Power_Electronics,0.005432322317790856
27333,Power_Electronics,EBM,0.011988011988011988
27334,Future_Jazz,Power_Electronics,0.0008490405841399219
27335,Power_Electronics,Future_Jazz,0.0012487512487512488
27336,Bossanova,Soft_Rock,0.007475365273530411
27337,Soft_Rock,Bossanova,0.0012079284027892165
27338,Arabic_Pop,Khaliji,0.057803468208092484
27339,Khaliji,Arabic_Pop,0.9090909090909091
27340,Downtempo,Khaliji,7.931472081218273e-05
27341,Khaliji,Downtempo,0.2727272727272727
27342,Hard_Bop,Piano_Blues,0.0034229828850855745
27343,Piano_Blues,Hard_Bop,0.009873060648801129
27344,Country,Lounge,0.00047953416680938515
27345,Lounge,Country,0.01303538175046555
27346,Folk,Lounge,0.0007106003027775203
27347,Lounge,Folk,0.021415270018621976
27348,Acoustic,Swing,0.0010347456704062738
27349,Swing,Acoustic,0.0010141987829614604
27350,Alternative_Metal,Pop_Rock,0.020060180541624874
27351,Pop_Rock,Alternative_Metal,0.00019319751547995092
27352,Broken_Beat,Electro_House,0.002764127764127764
27353,Electro_House,Broken_Beat,0.0011542901115813775
27354,Bass_Music,Progressive_House,0.004947613504074505
27355,Progressive_House,Bass_Music,0.0007328217949823261
27356,Country_Rock,Rock_Opera,0.000822614418187257
27357,Rock_Opera,Country_Rock,0.0502283105022831
27358,Rock_Opera,Soul,0.0136986301369863
27359,Soul,Rock_Opera,4.8736901957598896e-05
27360,Rock_Opera,Soundtrack,0.0136986301369863
27361,Soundtrack,Rock_Opera,8.723719794120213e-05
27362,Psychedelic,Theme,0.0110062893081761
27363,Theme,Psychedelic,0.00323265909300822
27364,French_House,Synthwave,0.03111111111111111
27365,Synthwave,French_House,0.0009742519137091162
27366,Hard_Trance,Trip_Hop,0.0007869058860560277
27367,Trip_Hop,Hard_Trance,0.0013455328310010765
27368,Afro-Cuban_Jazz,Boogaloo,0.018569463548830812
27369,Boogaloo,Afro-Cuban_Jazz,0.02284263959390863
27370,Boogaloo,Future_Jazz,0.004230118443316413
27371,Future_Jazz,Boogaloo,0.0008490405841399219
27372,Candombe,Jazzdance,0.009174311926605505
27373,Jazzdance,Candombe,0.0006506180871828237
27374,Candombe,Latin,0.027522935779816515
27375,Latin,Candombe,0.0006568863586599519
27376,Candombe,MPB,0.08256880733944955
27377,MPB,Candombe,0.001305672421296968
27378,Candombe,Samba,0.08256880733944955
27379,Samba,Candombe,0.0013582855418050107
27380,Jazzdance,MPB,0.003903708523096942
27381,MPB,Jazzdance,0.0008704482808646452
27382,Latin,MPB,0.006349901467046201
27383,MPB,Latin,0.004207166690845786
27384,Breaks,Favela_Funk,0.0001634921932477724
27385,Favela_Funk,Breaks,0.012345679012345678
27386,Favela_Funk,House,0.04938271604938271
27387,House,Favela_Funk,7.813797212427844e-05
27388,Comedy,Holiday,0.010200461238247294
27389,Holiday,Comedy,0.007413615265600825
27390,Comedy,Pub_Rock,0.0005321979776476849
27391,Pub_Rock,Comedy,0.005649717514124294
27392,Holiday,Pub_Rock,0.00025786487880350697
27393,Pub_Rock,Holiday,0.003766478342749529
27394,Novelty,Pub_Rock,0.0012204424103737605
27395,Pub_Rock,Novelty,0.007532956685499058
27396,Boogie_Woogie,Pub_Rock,0.0033259423503325942
27397,Pub_Rock,Boogie_Woogie,0.002824858757062147
27398,Ballad,Rumba,0.0032340116279069766
27399,Rumba,Ballad,0.03236952173122386
27400,Rumba,Vocal,0.04673577014002546
27401,Vocal,Rumba,0.0026682170703599497
27402,AOR,Europop,0.005642885933091495
27403,Europop,AOR,0.0012751616722834502
27404,Poetry,Punk,0.010362694300518135
27405,Punk,Poetry,0.0004161692713752204
27406,Big_Beat,Ghetto,0.0008012820512820513
27407,Ghetto,Big_Beat,0.0044444444444444444
27408,Piano_Blues,Psychedelic_Rock,0.003526093088857546
27409,Psychedelic_Rock,Piano_Blues,0.0001325064928181481
27410,Piano_Blues,Soul,0.02679830747531735
27411,Soul,Piano_Blues,0.0006173340914629194
27412,Holiday,Ska,0.0026431150077359466
27413,Ska,Holiday,0.004271278258151891
27414,Funk,Swamp_Pop,9.059338668277215e-05
27415,Swamp_Pop,Funk,0.007936507936507936
27416,Hardcore,Power_Pop,0.0006566644302008536
27417,Power_Pop,Hardcore,0.00476980506014102
27418,Garage_Rock,Swamp_Pop,0.000984251968503937
27419,Swamp_Pop,Garage_Rock,0.06878306878306878
27420,Goth_Rock,Swamp_Pop,0.0003721622627465575
27421,Swamp_Pop,Goth_Rock,0.007936507936507936
27422,Broken_Beat,Hi_NRG,0.0006142506142506142
27423,Hi_NRG,Broken_Beat,0.0004570383912248629
27424,Industrial,Instrumental,0.0010254713860403573
27425,Instrumental,Industrial,0.0024807938540332905
27426,Big_Band,Space-Age,0.01012810686521406
27427,Space-Age,Big_Band,0.10153677277716795
27428,Space-Age,Swing,0.047749725576289793
27429,Swing,Space-Age,0.0046439628482972135
27430,Bounce,Electroclash,0.002331002331002331
27431,Electroclash,Bounce,0.0015698587127158557
27432,Bounce,New_Wave,0.002331002331002331
27433,New_Wave,Bounce,4.027061855670103e-05
27434,Bounce,Rhythm_&_Blues,0.006993006993006993
27435,Rhythm_&_Blues,Bounce,0.00010326666896148153
27436,Bounce,Speech,0.002331002331002331
27437,Speech,Bounce,0.0008928571428571428
27438,Breakbeat,New_Wave,0.003431635388739946
27439,New_Wave,Breakbeat,0.002577319587628866
27440,Breakbeat,Rhythm_&_Blues,0.001126005361930295
27441,Rhythm_&_Blues,Breakbeat,0.0007228666827303707
27442,Breakbeat,Speech,0.00032171581769437
27443,Speech,Breakbeat,0.005357142857142857
27444,Cut-up/DJ,Electroclash,0.0010319917440660474
27445,Electroclash,Cut-up/DJ,0.0031397174254317113
27446,Cut-up/DJ,New_Wave,0.0046439628482972135
27447,New_Wave,Cut-up/DJ,0.0003624355670103093
27448,Cut-up/DJ,Rhythm_&_Blues,0.005675954592363261
27449,Rhythm_&_Blues,Cut-up/DJ,0.0003786444528587656
27450,Cut-up/DJ,Speech,0.0010319917440660474
27451,Speech,Cut-up/DJ,0.0017857142857142857
27452,Disco,Speech,0.00020029497987945883
27453,Speech,Disco,0.009821428571428571
27454,Electro,Speech,0.00020658052884615384
27455,Speech,Electro,0.009821428571428571
27456,Electroclash,Freestyle,0.0015698587127158557
27457,Freestyle,Electroclash,0.0002945508100147275
27458,Electroclash,Hip_Hop,0.007849293563579277
27459,Hip_Hop,Electroclash,0.0006181233774261342
27460,Electroclash,Rhythm_&_Blues,0.0031397174254317113
27461,Rhythm_&_Blues,Electroclash,6.884444597432102e-05
27462,Electroclash,Speech,0.0031397174254317113
27463,Speech,Electroclash,0.0017857142857142857
27464,Freestyle,Rhythm_&_Blues,0.004123711340206186
27465,Rhythm_&_Blues,Freestyle,0.00048191112182024716
27466,Freestyle,Speech,0.0008836524300441826
27467,Speech,Freestyle,0.0026785714285714286
27468,New_Wave,Speech,0.00020135309278350514
27469,Speech,New_Wave,0.004464285714285714
27470,Speech,Synth-pop,0.014285714285714285
27471,Synth-pop,Speech,0.0002459192769973256
27472,Speech,Tech_House,0.0026785714285714286
27473,Tech_House,Speech,0.00010011346192351331
27474,Breakbeat,Ghetto,0.0016085790884718498
27475,Ghetto,Breakbeat,0.06666666666666667
27476,Cut-up/DJ,Industrial,0.0041279669762641896
27477,Industrial,Cut-up/DJ,0.00026463777704267285
27478,Afrobeat,Industrial,0.0010814708002883922
27479,Industrial,Afrobeat,9.923916639100231e-05
27480,Afrobeat,Poetry,0.0007209805335255948
27481,Poetry,Afrobeat,0.000545404963185165
27482,Afrobeat,Sermon,0.0003604902667627974
27483,Sermon,Afrobeat,0.0025252525252525255
27484,Electro,Sermon,3.7560096153846156e-05
27485,Sermon,Electro,0.005050505050505051
27486,Industrial,Sermon,0.00029771749917300693
27487,Sermon,Industrial,0.022727272727272728
27488,Leftfield,Sermon,0.00019813750743015652
27489,Sermon,Leftfield,0.005050505050505051
27490,Poetry,Sermon,0.0024543223343332426
27491,Sermon,Poetry,0.022727272727272728
27492,Avant-garde_Jazz,Cool_Jazz,0.009361911800936191
27493,Cool_Jazz,Avant-garde_Jazz,0.007250524709024995
27494,Abstract,Jazz-Rock,0.0007759722475807924
27495,Jazz-Rock,Abstract,0.002381285894382967
27496,Ballad,Bop,0.002543604651162791
27497,Bop,Ballad,0.018158236057068743
27498,Contemporary_R&B,Schlager,0.001026288781874161
27499,Schlager,Contemporary_R&B,0.0003272910372608258
27500,Bass_Music,Glitch_Hop,0.007857974388824214
27501,Glitch_Hop,Bass_Music,0.1
27502,Acoustic,Glam,0.003648839995643176
27503,Glam,Acoustic,0.009850044104675095
27504,Alternative_Rock,Melodic_Hardcore,0.001223205095693423
27505,Melodic_Hardcore,Alternative_Rock,0.05131414267834793
27506,Indie_Rock,Melodic_Hardcore,0.0008253053629843042
27507,Melodic_Hardcore,Indie_Rock,0.0344180225281602
27508,Melodic_Hardcore,Post-Hardcore,0.09449311639549436
27509,Post-Hardcore,Melodic_Hardcore,0.034310384003635536
27510,Nu_Metal,Surf,0.0002992220227408737
27511,Surf,Nu_Metal,0.00014249073810202338
27512,Modern,Musical,0.004773394880402853
27513,Musical,Modern,0.013157894736842105
27514,Piano,Sonata,0.3678060181127666
27515,Sonata,Piano,0.5842227378190256
27516,Romantic,Sonata,0.025249503386544768
27517,Sonata,Romantic,0.4895591647331787
27518,Abstract,Novelty,0.0006390359685959466
27519,Novelty,Abstract,0.0021357742181540807
27520,Folk,Poetry,0.004804275960082801
27521,Poetry,Folk,0.08481047177529316
27522,Novelty,Poetry,0.002440884820747521
27523,Poetry,Novelty,0.00436323970548132
27524,Instrumental,Swing,0.013764404609475032
27525,Swing,Instrumental,0.009181167929966904
27526,Broken_Beat,Euro_House,0.0018427518427518428
27527,Euro_House,Broken_Beat,0.0002257421272433124
27528,Bossa_Nova,J-pop,0.011369134010643444
27529,J-pop,Bossa_Nova,0.004705646776131358
27530,Bossa_Nova,Shibuya-Kei,0.001451378809869376
27531,Shibuya-Kei,Bossa_Nova,0.09090909090909091
27532,Pop_Rock,Shibuya-Kei,0.00010625863351397301
27533,Shibuya-Kei,Pop_Rock,0.16666666666666666
27534,Shibuya-Kei,Soft_Rock,0.045454545454545456
27535,Soft_Rock,Shibuya-Kei,0.00016471750947125678
27536,Krautrock,Tribal,0.007815892314372557
27537,Tribal,Krautrock,0.00472193074501574
27538,Contemporary,Dancehall,0.0003251239535072746
27539,Dancehall,Contemporary,0.00030546009927453225
27540,Dancehall,Score,7.636502481863306e-05
27541,Score,Dancehall,0.00010141987829614604
27542,Reggae,Score,0.0005241875093604912
27543,Score,Reggae,0.0007099391480730223
27544,Acid,New_Age,0.0014441922838869404
27545,New_Age,Acid,0.0022219870913130885
27546,Crunk,Dancehall,0.012658227848101266
27547,Dancehall,Crunk,0.0006109201985490645
27548,Crunk,Rock_&_Roll,0.0031645569620253164
27549,Rock_&_Roll,Crunk,4.793748951367417e-05
27550,Indie_Pop,J-pop,0.009062296505317995
27551,J-pop,Indie_Pop,0.01672006407689227
27552,Jungle,Thug_Rap,0.00022376370552696352
27553,Thug_Rap,Jungle,0.0007593014426727411
27554,Calypso,Roots_Reggae,0.008298755186721992
27555,Roots_Reggae,Calypso,0.002364066193853428
27556,Doo_Wop,Indie_Rock,0.004909983633387889
27557,Indie_Rock,Doo_Wop,0.0006302331862789232
27558,Pop_Rock,Religious,0.0031877590054191903
27559,Religious,Pop_Rock,0.02942225392296719
27560,Emo,Nu_Metal,0.0055536272127733426
27561,Nu_Metal,Emo,0.01436265709156194
27562,Chinese_Classical,Contemporary,0.018823529411764704
27563,Contemporary,Chinese_Classical,0.0013004958140290985
27564,Chinese_Classical,Opera,0.02
27565,Opera,Chinese_Classical,0.0011752506049083995
27566,Euro_Trance,Techno,0.0379746835443038
27567,Techno,Euro_Trance,3.7859666834931855e-05
27568,Illbient,Progressive_House,0.004761904761904762
27569,Progressive_House,Illbient,0.00017242865764290026
27570,Illbient,Trance,0.008333333333333333
27571,Trance,Illbient,0.00013945056477478735
27572,Grime,Leftfield,0.012430347192456065
27573,Leftfield,Grime,0.0028729938577372696
27574,Acoustic,Hands_Up,0.0004356823875394837
27575,Hands_Up,Acoustic,0.00387409200968523
27576,Alternative_Rock,Electroclash,0.0003430941122066918
27577,Electroclash,Alternative_Rock,0.03610675039246468
27578,Electroclash,Punk,0.05023547880690738
27579,Punk,Electroclash,0.00035045833378965927
27580,Ethereal,Future_Jazz,0.0020325203252032522
27581,Future_Jazz,Ethereal,0.0010188487009679063
27582,Indie_Rock,Rhythmic_Noise,7.502776027130038e-05
27583,Rhythmic_Noise,Indie_Rock,0.0023946360153256703
27584,Comedy,Country,0.02048962213943587
27585,Country,Comedy,0.003956156876177427
27586,Choral,Medieval,0.04858564693556836
27587,Medieval,Choral,0.1646693297825122
27588,Choral,Plainchant,0.0285489785227868
27589,Plainchant,Choral,0.956140350877193
27590,Choral,Religious,0.21699842849659506
27591,Religious,Choral,0.14773537803138373
27592,Mass,Medieval,0.03471295060080107
27593,Medieval,Mass,0.01154016866400355
27594,Mass,Plainchant,0.028037383177570093
27595,Plainchant,Mass,0.09210526315789473
27596,Mass,Religious,0.16688918558077437
27597,Religious,Mass,0.011144793152639087
27598,Medieval,Religious,0.17532179316466934
27599,Religious,Medieval,0.035217546362339515
27600,Plainchant,Religious,0.6929824561403509
27601,Religious,Plainchant,0.014087018544935806
27602,Acid,Britpop,6.877106113747335e-05
27603,Britpop,Acid,0.0005385029617662897
27604,Acid_House,Britpop,0.000704390702042733
27605,Britpop,Acid_House,0.0016155088852988692
27606,Britpop,Electro_House,0.0010770059235325794
27607,Electro_House,Britpop,0.00025650891368475054
27608,Free_Improvisation,Stoner_Rock,0.0020920502092050207
27609,Stoner_Rock,Free_Improvisation,0.00185459940652819
27610,Chamber_Music,Piano,0.2716599190283401
27611,Piano,Chamber_Music,0.1960268770084721
27612,Chamber_Music,Romantic,0.47530364372469636
27613,Romantic,Chamber_Music,0.028097551635832756
27614,Chamber_Music,Solo,0.025910931174089068
27615,Solo,Chamber_Music,0.05786618444846293
27616,Chamber_Music,Theme_With_Variations,0.03319838056680162
27617,Theme_With_Variations,Chamber_Music,0.14335664335664336
27618,Piano,String_Ensemble,0.04937189599766287
27619,String_Ensemble,Piano,0.10464396284829722
27620,Romantic,Solo,0.010530598568795922
27621,Solo,Romantic,0.39783001808318263
27622,Romantic,String_Ensemble,0.014335973960701721
27623,String_Ensemble,Romantic,0.37089783281733746
27624,Romantic,Theme_With_Variations,0.007132087212502692
27625,Theme_With_Variations,Romantic,0.5209790209790209
27626,Solo,String_Ensemble,0.02802893309222423
27627,String_Ensemble,Solo,0.019195046439628483
27628,String_Ensemble,Theme_With_Variations,0.01609907120743034
27629,Theme_With_Variations,String_Ensemble,0.045454545454545456
27630,Experimental,Surf,0.0011100790648150246
27631,Surf,Experimental,0.01396409233399829
27632,Future_Jazz,Horror_Rock,0.00033961623365596876
27633,Horror_Rock,Future_Jazz,0.002325581395348837
27634,Future_Jazz,Surf,0.0008490405841399219
27635,Surf,Future_Jazz,0.0007124536905101168
27636,Horror_Rock,Surf,0.10116279069767442
27637,Surf,Horror_Rock,0.012396694214876033
27638,Sound_Collage,Synth-pop,0.02202339986235375
27639,Synth-pop,Sound_Collage,0.0004918385539946512
27640,Dancehall,New_Jack_Swing,0.0005345551737304314
27641,New_Jack_Swing,Dancehall,0.0038674033149171273
27642,Downtempo,Forró,7.931472081218273e-05
27643,Forró,Downtempo,0.003125
27644,Forró,Future_Jazz,0.0020833333333333333
27645,Future_Jazz,Forró,0.00033961623365596876
27646,Ballad,Cha-Cha,0.003034156976744186
27647,Cha-Cha,Ballad,0.03524693963697763
27648,Ballad,Descarga,0.0004905523255813954
27649,Descarga,Ballad,0.02845100105374078
27650,Ballad,Guaguancó,0.00078125
27651,Guaguancó,Ballad,0.0191793041926851
27652,Funk,Guaguancó,0.0014494941869243544
27653,Guaguancó,Funk,0.021409455842997322
27654,Guaguancó,Soul,0.01159678858162355
27655,Soul,Guaguancó,0.00042238648363252375
27656,Bolero,Boogaloo,0.020453819111537232
27657,Boogaloo,Bolero,0.16243654822335024
27658,Bolero,Descarga,0.033130925748375416
27659,Descarga,Bolero,0.32771338250790305
27660,Afro-Cuban,Batucada,0.010354440461967344
27661,Batucada,Afro-Cuban,0.05555555555555555
27662,Afro-Cuban,Bossanova,0.019514137793707687
27663,Bossanova,Afro-Cuban,0.016649677200135916
27664,Batucada,Jazz-Funk,0.029914529914529916
27665,Jazz-Funk,Batucada,0.0013778171439818914
27666,Bossanova,Cha-Cha,0.04994903160040775
27667,Cha-Cha,Bossanova,0.031025749261291685
27668,Jazz-Funk,Salsa,0.002952465308532625
27669,Salsa,Jazz-Funk,0.003121098626716604
27670,Salsa,Soul-Jazz,0.0014565126924677486
27671,Soul-Jazz,Salsa,0.0016420361247947454
27672,Krautrock,Post-Punk,0.05666521927920104
27673,Post-Punk,Krautrock,0.018088571626585347
27674,Math_Rock,Musique_Concrète,0.001212856276531231
27675,Musique_Concrète,Math_Rock,0.0012418503570319776
27676,Math_Rock,New_Wave,0.004851425106124924
27677,New_Wave,Math_Rock,0.0006443298969072165
27678,Musique_Concrète,New_Wave,0.0046569388388699165
27679,New_Wave,Musique_Concrète,0.0006040592783505155
27680,Musique_Concrète,Post-Punk,0.0049674014281279105
27681,Post-Punk,Musique_Concrète,0.0011088779541201747
27682,Dance-pop,Noise,0.0017464840518430003
27683,Noise,Dance-pop,0.0006293266205160479
27684,Horrorcore,Soundtrack,0.0025957170668397143
27685,Soundtrack,Horrorcore,0.00011631626392160284
27686,Comedy,Music_Hall,0.010289160901188575
27687,Music_Hall,Comedy,0.07051671732522796
27688,Music_Hall,Parody,0.023100303951367782
27689,Parody,Music_Hall,0.00751730959446093
27690,Musical,Parody,0.005060728744939271
27691,Parody,Musical,0.006923837784371909
27692,Bluegrass,Rhythm_&_Blues,0.003745902918682691
27693,Rhythm_&_Blues,Bluegrass,0.0008261333516918522
27694,Bluegrass,Soul,0.0024972686124551274
27695,Soul,Bluegrass,0.0002599301437738608
27696,Balearic,IDM,0.011131725417439703
27697,IDM,Balearic,0.00039029467247772066
27698,Garage_House,Salsa,0.0005386479935362241
27699,Salsa,Garage_House,0.0004161464835622139
27700,Broken_Beat,Vocal,0.003071253071253071
27701,Vocal,Broken_Beat,0.00010382167588949221
27702,IDM,Vocal,0.0014310804657516425
27703,Vocal,IDM,0.00022840768695688287
27704,Leftfield,Synthwave,0.010699425401228452
27705,Synthwave,Leftfield,0.015031315240083507
27706,Bass_Music,Jungle,0.017753201396973225
27707,Jungle,Bass_Music,0.0068247930185723876
27708,Calypso,Easy_Listening,0.01883179061602298
27709,Easy_Listening,Calypso,0.0018032335951587762
27710,Calypso,Rockabilly,0.0031918289179699967
27711,Rockabilly,Calypso,0.0009035872413481522
27712,Easy_Listening,Rockabilly,0.0013142210947767353
27713,Rockabilly,Easy_Listening,0.0038854251377970542
27714,Interview,Soft_Rock,0.00971772327626099
27715,Soft_Rock,Interview,0.0011530225662987976
27716,Alternative_Rock,Video_Game_Music,0.0007309396303533869
27717,Video_Game_Music,Alternative_Rock,0.017019798541160126
27718,Beat,Prog_Rock,0.011802575107296138
27719,Prog_Rock,Beat,0.004819453065099127
27720,Drone,Soundtrack,0.007703006312185728
27721,Soundtrack,Drone,0.004187385501177702
27722,Drone,Spoken_Word,0.005402803038408045
27723,Spoken_Word,Drone,0.012230564301283603
27724,Drone,Video_Game_Music,0.000320958596341072
27725,Video_Game_Music,Drone,0.0020840569642236887
27726,Illbient,Neo-Classical,0.007142857142857143
27727,Neo-Classical,Illbient,0.0014745637748832638
27728,Illbient,Soundtrack,0.016666666666666666
27729,Soundtrack,Illbient,0.0004071069237256099
27730,Neo-Classical,Spoken_Word,0.006389776357827476
27731,Spoken_Word,Neo-Classical,0.0031484620973601355
27732,Neo-Classical,Trip_Hop,0.001228803145736053
27733,Trip_Hop,Neo-Classical,0.0006727664155005383
27734,Neo-Classical,Video_Game_Music,0.0036864094372081593
27735,Video_Game_Music,Neo-Classical,0.005210142410559222
27736,Spoken_Word,Video_Game_Music,0.0006054734802615645
27737,Video_Game_Music,Spoken_Word,0.0017367141368530739
27738,Trip_Hop,Video_Game_Music,0.0020182992465016146
27739,Video_Game_Music,Trip_Hop,0.005210142410559222
27740,Bass_Music,DJ_Battle_Tool,0.0017462165308498253
27741,DJ_Battle_Tool,Bass_Music,0.0111731843575419
27742,DJ_Battle_Tool,Ghetto,0.00186219739292365
27743,Ghetto,DJ_Battle_Tool,0.0022222222222222222
27744,Goth_Rock,Video_Game_Music,0.0004962163503287433
27745,Video_Game_Music,Goth_Rock,0.0013893713094824591
27746,Acid,Baltimore_Club,6.877106113747335e-05
27747,Baltimore_Club,Acid,0.009174311926605505
27748,Acid,Grime,0.0014441922838869404
27749,Grime,Acid,0.009001285897985427
27750,Baltimore_Club,Tech_House,0.009174311926605505
27751,Tech_House,Baltimore_Club,3.337115397450444e-05
27752,Grime,Tech_House,0.005143591941705958
27753,Tech_House,Grime,0.00040045384769405324
27754,Jazz-Rock,Spiritual_Jazz,0.0005603025633842274
27755,Spiritual_Jazz,Jazz-Rock,0.009345794392523364
